text,category,emotion
Marana massssss Marana waiting by sfc surya anna big Rasigai,Positive,surprise
indha padamae ivlo mass ah irukae apo thalabathy 64 evlo  mass ah irukum,Positive,neutral
Ivanga appan oru jathi veri piducha nayee,Positive,disgust
Best Wishes From Sachin Tendulkar & Rajni FanS!,Positive,sadness
SEMMMAA Karthi Anna Kalakkal MASSS,Positive,anger
"Deepavali release pannadhinga, panna loss ungalukkutha,",Positive,surprise
Diwaliku Marana marana marana marana Adi iruku....kaithi marana waiting pa .......,Positive,joy
Karthi anna supera erukku diwalikku  wait panra anna,Positive,love
Trailer pakka vanthavanga vida  comment pakka vanthavanga  Like pannunga,Positive,surprise
Yenna ithi meegaman katha maari iruku,Positive,neutral
Bigil lavadhu mannavadhu indhe padam pakkanum,Negative,disgust
Lokesh kanagaraj kaga trailer partha vanga like... Ethukku na thalapathy 64... Waiting...,unknown_state,sadness
dislike potavanlam..... Setthuru..... summava Bigil team late release ku paechu vaarthai nadathinaanga... Trailer therkidhu.. Sure shot saravedi,Negative,anger
200 crore budget vs logesh and karthik,unknown_state,surprise
Yan innum trending varla friends 🤔🤔🤔,Mixed_feelings,joy
Bigil ah vathu pool ahvathu....this Diwali kaidhi diwali..,unknown_state,love
"Na Vijay Anna fan Bigil,Kaithi, Randhum padhamu papan",unknown_state,surprise
Kaithi dan diwali winner nu solravanga like ah like podunga,unknown_state,neutral
Karthi awaken.. Suriya is a fool..,unknown_state,disgust
1.45 until 2.00 goosebumps scenes ....masss kattuvaaru karthi,Mixed_feelings,sadness
Telugu looo trailer not realised aaa,unknown_state,anger
Sorry 2 say dis...nowadays karthik beats surya...actually karthik ku nariya characters suite  agudhu,Mixed_feelings,surprise
Ajith rasigargal sarpaka padam Vetri pera valthukkal waiting Karthi Anna,Mixed_feelings,joy
Yennakku yennamo indha padam deepavalikku pattasa parakka pogudhunu thonudhu,Mixed_feelings,love
2019 Diwali treat  Bigil - like  Kaithi - cmt,Mixed_feelings,surprise
After bigil trailer kaithi trailer kanamapoidum...,Mixed_feelings,neutral
Kotha trailer ah da idhu.Idhu theriyama Enka Thalapathy kooda Indha director sernthutane... Thalapathy image damage panna poran mattum theriyudhu....,Mixed_feelings,disgust
Awesome trailer ...bro   Final dialogue is    Saaguradhaa irundhaalum sandai pottu saganum,Positive,sadness
ommala marana mass scene (ulla porathuku munadi) ah trailr laye potengalae ya... apo Padam epdi irukum... 🥰🥰🥰🥰,Negative,anger
Same like kashmora going to be flop,Mixed_feelings,surprise
One day Ku views aey 2 m bigilku likes aey 3 million in 24 hours varum mokka pasangala,Mixed_feelings,joy
Ex police cop become a prisoner.,Mixed_feelings,love
Comment padikka vanthavunga mattum  like podunga,Mixed_feelings,surprise
Nariya comment bigil ah illa kaidhiyanu varuthu ana Ella commentlayum like entha padam vaikurangalo athu tha majority ah iruku,Mixed_feelings,neutral
Super logesh kanagaraj sir ethavuda enga thalapathi vijay annaukku vera levela movie erukkanm,Mixed_feelings,disgust
Ena cmnt section fulla Jalra Gostingala irukanga,unknown_state,sadness
Our t64 director  vera level,Mixed_feelings,anger
Saavatha iruntha sanda poottu saavanu sir Payanthu kaala vilunthu saava koodathu,unknown_state,surprise
Kaithi vera level Karthi anna Yepovamaa mass,Positive,joy
Bigil pogama yarlam kaithi ku poringa? Hit like?*,Positive,love
Heroine illatha oru moviea .appa semma hit thaan.,Positive,surprise
Enna bgm English song la play agudhu,Positive,neutral
MAGAMUNI ASURAN varisaiyil KAITHI yum semma Hit agumnu nenaikiraen,Positive,disgust
Bro yedhuku thale keduthukiringo yendha movie nallairukumo adhu blockbuster hit agapodhu,Positive,sadness
Gommalakka veara leavel lla iruku,Mixed_feelings,anger
"Intha movie ku kandipaa ....problm varum Because nalla movie ellathukum problm varum Its a masss movie,mass bgm",Mixed_feelings,surprise
Only bigil🤩..... Kaithi ?ethu enna trailer?,Positive,joy
I am karthik fan marana waiting for kaithi,Mixed_feelings,love
Atlee vs lokesh kanakaraj this diwali,unknown_state,surprise
Vera level next movie Ida vida bayangaram ha irukunum,unknown_state,neutral
Paruthiveeranuku aparam indha getup ipathan arumaiya irukku....,unknown_state,disgust
Diwaliku varama eruntha good elladi summa vasool kuranji flop akathan,unknown_state,sadness
ennangada padam muluka nightlaye eduthurupinga pola......,unknown_state,anger
"Thara Ra,Thara Ra,Thara Ra Raa...1:37 vera level",Positive,surprise
Karthiii fansss hit aa like here......,unknown_state,joy
saavardha irundhalum sanda potu saavanum saar. Bigil ah solra madhiri iruku waiting for bigil vs kaidhi,unknown_state,love
oru vela paruthiveeran jaila irudhu release aagitaro,unknown_state,surprise
"Padam Flop thaaaaa.... Venum na bestu Flim nu Vijay Awards Vaangikkoo...., Padam Flop because BÏGÏL",Negative,neutral
Pakka trailer....but movie.. wait panni papoom..,Positive,disgust
Antha aalukum yena mathiri  Oru pulla irruku  Semma  Kaithi-Karthi saraveti  Devaliku...  I AM waiting....  Vij fan Nann...,Positive,sadness
Tha  waiting #Thalapathy 64 #LK,Mixed_feelings,anger
Last dialogue bigil ku sonna mathiri iruku,Positive,surprise
"padam nalla irukumndra maari than theriyuthu, aana diwali release la nikiravan peru bigil.",Negative,joy
Thalapathy 64 movie kaga pakka vandhavanga like podunga,Mixed_feelings,love
Therikkuthu trailor sema mass karthi anna Bgm  vera level,Positive,surprise
Pakkuratha irundal podradi first day first show pakkanam,Positive,neutral
BGM adungamaru movie la vara maariye iruku....ada ore music director uh,Positive,disgust
Release in Telugu karthi Anna,unknown_state,sadness
Bgm konjam rich ah irukku set agutha,unknown_state,anger
Enna seththuruvomnu bayamaah irukaaa saavaradhaa irundhaalum sanda poattu savanum sir kaalavizhnthu saavakodaathu who all liked the dialogue put like,unknown_state,surprise
Surya thambi karthi poii karthi oda anna tha surya airuchuu,Positive,joy
2nd a.r.r.sam CS nu solravanga,unknown_state,love
Maranam waiting  vj64  no bigil,unknown_state,surprise
"Kaithiye ippadi irukuna,thalapathy 64 eppadi irukuna.VERITHANAMA IRUKUM",unknown_state,neutral
Bigil  lavathu mairavathu Karthi in kaithi ya paaru da,unknown_state,disgust
Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,Negative,sadness
2:02 indirect a yaarukko solra pola irukku,Mixed_feelings,anger
Vera level trailer I have goosebumps,Positive,surprise
hahahha bilgil kitten modate venna  kaithi patukooo,Positive,joy
tamilrockers irukkum podhu namakku yenna bayam.....haha..,Mixed_feelings,love
Karthi padathula ithu oru nalla padam,Positive,surprise
Sam cs vera 11 music ya,Positive,neutral
Ava vara varaikkum nandu sindu thoguruthu ava elunthu kilanthu vanttaana intha deepavali nambalathu,Negative,disgust
Kaithi -  like  Kaidhi- comment,unknown_state,sadness
Kaidhi is gonna be a Blockbuster hit. Bigil pepepe nu oodha povudhu.,Positive,anger
Yenda oru day scene kooda vaikala........,Mixed_feelings,surprise
I want yuganiki Okkadu part 2,unknown_state,joy
Bigil marana waiting panuravanga like panunga,unknown_state,love
Karthi semmma acting..BGM ppppaaaaa bayangaram..Eagerly waiting this Movie #KARTHI IN #KAITHI..,Positive,surprise
Bgm kagave soumd effect aana theatre la pakanum polayeppa allu viduthu da...,Positive,neutral
Danush vijay and karthi fans like it,unknown_state,disgust
anikunju(vijay) movie oru naal rendu naala theatre la iruthu eduthuruvanuga conform intha movie release aana,unknown_state,sadness
Kaithi Eh Ippadi Na Appea Thalapati 64 ?? Dei Naan Thala Fan da Eanake Veari Asguthu !!,unknown_state,anger
Ratchasan music madiri iruku.. starting strings,unknown_state,surprise
Thala Rasigayin sarbaga kaithi block buster aga vazhuthukal,unknown_state,joy
Am sasikumar big fan so i like the move,Positive,love
Unmaya sollanumna viswasam movie ya Vida bettera irukkum,Positive,surprise
Pongalukku paraak .....the 90`s Rajini Back........sirappana tharamaana sambavangala pongalukku paappa......,Positive,neutral
Unaku vayase agala ya .....ne vera level,Positive,disgust
Vj sethupati anna smile vera level,Positive,sadness
Opening alam nalla than irukku finishing sarillaye pa!,Mixed_feelings,anger
40 Vayasula  30 vayasu paiyan mari nadichi irukinga Thalaiva.,Positive,surprise
Rajini star keka I am form Telangana  am a big fan of Thaliva,not-Tamil,joy
Thalaivar semma sirapanaa sambavam iruku,Positive,love
super star,Positive,surprise
Parava illaye.... 70 vayasu thatha,Mixed_feelings,neutral
Thaliva mass       Vera level panitar,Positive,disgust
Paa pakka 28 maari irukkaru paa thalivar,Positive,sadness
Jai thalaiva 68 la superb style,Positive,anger
next c.m thalaivar  padam vetri pera valthukal,Positive,surprise
Rajini sirDie Hard Fans From Andhra,Positive,joy
Vijay Sethupathi Kakavathu Intha padatha Parunga paaa....,Positive,love
Last la vara andha dance step than ultimate,Positive,surprise
Dei vaitherichal la unlike pandravan la inga vanga da kola kaandula iruka kollama vida matta,Positive,neutral
Enna da over buildup ah iruku,Negative,disgust
Wow padam tharu mara iruka poguthu  This pongal petta diwali,Positive,sadness
Marana Mass Petta Trailer. Pongal Petta Paraak.,Positive,anger
ayyo epaappaa varum jan 10. trailare ippadiyaa... naangalum kolai kaandula irukkom. naalaikke jan 10 varakkodaathaa.....,Positive,surprise
Vijay sethupathi fans  hit like,unknown_state,joy
Kola gaandla iruken.....kollama Vida Maten...... Vintage thalaiva back.......,Positive,love
Intha madri padam edukama enthiran kunthiran nu thalaivara kevala paduthuranunga padam na ithu thalaivar padam,Positive,surprise
Next cm rajini the boss serrupu addi to amaikari Simon puluman,Positive,neutral
y innum trending la varalaa ???,Positive,disgust
vayasuanalum style um alagum maraveillahh thalaivaaa...hats off,Positive,sadness
Thalaivarin sirapana tharamana sambavatha haters parka poraanga paavam,Positive,anger
vijay sethupathi anna va kojam mass ah kamichirukalamana matha padi mass panitainga,Mixed_feelings,surprise
Thalaivaaaaa ur great.. By Vijay fan,Positive,joy
Ellam super but Anirudh musical than okaey,Mixed_feelings,love
Ab to giya Manmohan Singh biopic,not-Tamil,surprise
Marrana masss vedappu i am vijay fan but super,Positive,neutral
"Kanna Ithu Anbu Samrajyam, Rajini Samrajiyam- Rajnified- Ultimate.",Positive,disgust
Thalaivar thalaivartha summa maaàaasssss katitaru .,Positive,sadness
70 vayasulayum thanoda rasigargala sandhosapadutha ipdi ulaikuraru ivara poi kayapaduthuranungale echainga ulachu vaalanum,Mixed_feelings,anger
Thalaivaaaaa !!! Vaaa !! Vaaa !!!,Positive,surprise
I am seeing .....seeing.....seeing and seeing more than 50 times.... Who else here like me...,Positive,joy
Thalaivaaaaaa neegaa eapavum mass ...... SEMA style ....iam addicted .... watching again and again......fdfs kolaa mass agapokuthu......,Positive,love
Pongal ke confirm sweet sapada porum,Positive,surprise
Thalaiva va va va va va,Positive,neutral
Nama ethir pakurathu intha rajaniya than not kala and kabali rajini thalaiver marana mass,Positive,disgust
Naa trailer ah thalaivar kaga pakka varala..vj sethu anna kaga than pakka vandhurukken..🤩,Positive,sadness
kola kandula iruke manavane kolama vdamateThalaivar style,Positive,anger
Wowwwww Thalaivaaaaa pathute irukanum Pola iruku lovely,Positive,surprise
Trailer eh pathute irukunum pola solravanga like podunga,Positive,joy
Masssssssssssssss. Thalaiver. Fansukku. Happy. Tharrumaru. Thalaiver. Pongal,Positive,love
This pongal is not only pongal It's marana mass pongal,Positive,surprise
Karthick suppu padam maariye therla... Periya aalunga padamna stylisha edukka theriyuthu.. mathavainga... Ena sombaya,Mixed_feelings,neutral
Thalaiva I love you so much semmaaaaaa,Positive,disgust
Thalaivar cinema la irukura varai avar thaan eppoum ennaikum Super,Positive,sadness
Thalaivar and vijay sethupathy marana mass. Sema thalaiva,Positive,anger
Vjs ku wait pannanvanga hit like,Positive,surprise
Pongaluku petta than petta matum than,Positive,joy
He is looking like a 40 age person. Unbelievable,Positive,love
Rajani the great ... Hit like if you like thaliavar and get rajinified,Positive,surprise
Vijay Sethupathi Mass Rajni Sir Marana Mass I like the Name Kali கெட்ட பயன் sir இந்த காளி,Positive,neutral
Uthungada pongaluku viswasathuku SANGU. Petta Paraak,Positive,disgust
Rajni name is enough podaaaaa!,Positive,sadness
"Karthik amazing , thalaiver Rajini so young look semma Pongal Marana mass than🤗",Positive,anger
Vera level thalaivaa mass but naa vijay fan,Positive,surprise
Pongal ku kandipa 2u vidhamaana sweet saapda porom,Positive,joy
69 vayasunu sonna yaarum namba maatanga adhan thalaivar,Positive,love
Sema mass.  Super star looks so young..,Positive,surprise
Sirappana tharanamaana sambavatha idhukkapparam thaaa paakka pora,Positive,neutral
Thaliva  Gun   Style super Vara lavel Thaliva,Positive,disgust
Yaaru viswasam teaser ku wait pandravanga like podunga,unknown_state,sadness
TASTE ADDICT - PETTA SONG & TEASER & TRAILER NOW,Positive,anger
Thalaivar  the massss...pakathana poringa  inda kaliyoda attatha...,Positive,surprise
thalaivaaa...enna ethu epdi chinna payyan mathiri...petta paraak,Positive,joy
Fan of super  star @ Telangana,Positive,love
yevadu 3 ki copy maar Di kya,not-Tamil,surprise
పేట పరాక్-- మరో కాలా కాకూడదని ఆశిస్తున్నాను,not-Tamil,neutral
Tamil rocker irukka payam yen talaiva pathudum athula padatha...... Only 500 MB than..,unknown_state,disgust
Oru kathai sollava .....ha ha ha,Positive,sadness
Vijay sethupathi  anna masssss massssss..... i like vijay anna and vijay sethupathi anna....... like here,Positive,anger
10 million views inniku 10 Mani ku...,Positive,surprise
Romba ketta paiyan sir indha kaali... wow super star.... love you so much,Positive,joy
Hahaha ena style ya kolla gaandlaruka,Positive,love
Semmma thalaiava  mass and style,Positive,surprise
Thalaiva superb.. super star   rocks...,Positive,neutral
super mass super super star marana MASS,Positive,disgust
Smjh me kuch nhi aaya but dekh k acha lga. .,not-Tamil,sadness
Inga Rajini ya pathi mattum comment pannunga nan Vijay sethupathika papen aniruthuka Papen apdina adichu underwearoda oda vituven....Thalaivar forever,Positive,anger
"1:29 inadhu today kula jithu savanuma!    Vijay sethupathi , andha mari naka kodathu",unknown_state,surprise
Nangalum kola gandula irukom movie paakka,Positive,joy
Maranam massu maranam Toughu tharanum Adhukku avan thaan Porandhu varanum = Rajini   LHS = RHS  Hence proved.,Positive,love
I'm think so megaakash is rajani  is daughter,Negative,surprise
Semma semma semma. its like hollywood  movie,Positive,neutral
Unbelieving thaivaaaa... .. 1990 movie remember,Positive,disgust
Kalla + Kabali = Kalli in petta,Positive,sadness
viswasam enga poga poguthunu theriyalaya. PETTA PARAAK,Positive,anger
ippo naame enna seivom hatters itku seruppaale adippom,Positive,surprise
Yes thalaivar  kolai kandula irukaru irangna adiknum,Positive,joy
Vijay sethupathi fans hit a like,unknown_state,love
THALAIVAR  RAJANIKANTH SUPER STAR   FANS HIT like,unknown_state,surprise
Ayoo trisha vjs vida thalaivar simran young ah irkangaaaaaaa...attitude vera level,Positive,neutral
"Petta , viswasam Mass movies ellam onna vantha epadi  veetula kaasu tharamatanga bhaa epadi padam pakurathu!!",Positive,disgust
Thala ungalukku intha padam worth illa,Negative,sadness
Remakena vera copyna vera enna puriyutha.inthamari mosamana varthaigalai potu pesaringale arivilla. Hai ajith fans neenga inthamari pesathenga,Negative,anger
neraya neraya neraya neraya neraya neraya .,Positive,surprise
Are pink movie ki copy h,Positive,joy
Nallaa Thala Thala nu irukaru ajith..,Positive,love
Wow 10  millóns views,Positive,surprise
Thala ajith super movie 2019 ini vereoru level ayirikum thala ajith,Positive,neutral
neraya neraya neraya neraya neraya powerful,Positive,disgust
Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala,Positive,sadness
Apadi Elam nadakadhu  nadaka kodadhu.,Positive,anger
